pruid,prname,prnameFR,date,reporting_week,reporting_year,update,totalcases,numtotal_last7,ratecases_total,numdeaths,numdeaths_last7,ratedeaths,ratecases_last7,ratedeaths_last7,numtotal_last14,numdeaths_last14,ratetotal_last14,ratedeaths_last14,avgcases_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-12-11,49,2021,1,2078,14,395.08,18,0,3.42,2.66,0,30,0,5.7,0,2,0.38,0,0
13,New Brunswick,Nouveau-Brunswick,2021-12-11,49,2021,1,9492,812,1168.88,140,8,17.24,99.99,0.99,1320,17,162.55,2.09,116,14.28,1.14,0.14
12,Nova Scotia,Nouvelle-Écosse,2021-12-11,49,2021,1,8843,473,867.19,110,0,10.79,46.39,0,660,1,64.72,0.1,67.55,6.62,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2021-12-11,49,2021,1,412,25,241.38,0,0,0,14.65,0,46,0,26.95,0,3.59,2.1,0,0
60,Yukon,Yukon,2021-12-11,49,2021,1,1586,43,3621.91,14,0,31.97,98.2,0,100,1,228.37,2.28,6.14,14.03,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2021-12-11,49,2021,1,2070,4,4538.98,12,0,26.31,8.77,0,15,0,32.89,0,0.61,1.34,0,0
62,Nunavut,Nunavut,2021-12-11,49,2021,1,676,1,1668.06,4,0,9.87,2.47,0,2,0,4.94,0,0.14,0.35,0,0
99,Repatriated travellers,Voyageurs rapatriés,2021-12-11,49,2021,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2021-12-11,49,2021,,1831937,28319,4705.73,29301,154,75.27,72.74,0.4,49927,304,128.25,0.78,4045.57,10.39,22,0.06
59,British Columbia,Colombie-Britannique,2021-12-18,50,2021,1,226696,4268,4261.74,2399,18,45.1,80.24,0.34,6761,48,127.1,0.9,609.71,11.46,2.57,0.05
48,Alberta,Alberta,2021-12-18,50,2021,1,342603,3263,7541.15,3293,15,72.48,71.82,0.33,5334,27,117.41,0.59,466.14,10.26,2.14,0.05
47,Saskatchewan,Saskatchewan,2021-12-18,50,2021,1,82130,350,6873.94,942,5,78.84,29.29,0.42,837,13,70.05,1.09,50,4.18,0.71,0.06
46,Manitoba,Manitoba,2021-12-18,50,2021,1,71061,1391,5042.57,1363,14,96.72,98.71,0.99,2562,33,181.8,2.34,198.71,14.1,2,0.14
35,Ontario,Ontario,2021-12-18,50,2021,1,652356,19114,4317.55,10046,45,66.49,126.5,0.3,28126,96,186.15,0.64,2730.57,18.07,6.43,0.04
24,Quebec,Québec,2021-12-18,50,2021,1,483213,22906,5556.95,11096,39,127.6,263.42,0.45,34619,65,398.12,0.75,3272.29,37.63,5.57,0.06
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-12-18,50,2021,1,2175,97,413.52,18,0,3.42,18.44,0,111,0,21.1,0,13.86,2.63,0,0
13,New Brunswick,Nouveau-Brunswick,2021-12-18,50,2021,1,10446,954,1286.36,148,8,18.23,117.48,0.99,1766,16,217.47,1.97,136.29,16.78,1.14,0.14
12,Nova Scotia,Nouvelle-Écosse,2021-12-18,50,2021,1,10704,1861,1049.69,110,0,10.79,182.5,0,2334,0,228.89,0,265.9,26.08,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2021-12-18,50,2021,1,484,72,283.56,0,0,0,42.18,0,97,0,56.83,0,10.24,6,0,0
60,Yukon,Yukon,2021-12-18,50,2021,1,1631,45,3724.68,14,0,31.97,102.77,0,88,0,200.96,0,6.43,14.68,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2021-12-18,50,2021,1,2079,8,4558.71,12,0,26.31,17.54,0,12,0,26.31,0,1.2,2.64,0,0
62,Nunavut,Nunavut,2021-12-18,50,2021,1,676,0,1668.06,4,0,9.87,0,0,1,0,2.47,0,0.06,0.15,0,0
99,Repatriated travellers,Voyageurs rapatriés,2021-12-18,50,2021,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2021-12-18,50,2021,,1886267,54329,4845.29,29445,144,75.64,139.56,0.37,82648,298,212.3,0.77,7761.29,19.94,20.57,0.05
59,British Columbia,Colombie-Britannique,2021-12-25,51,2021,1,238210,11514,4478.2,2414,15,45.38,216.46,0.28,15782,33,296.69,0.62,1644.86,30.92,2.14,0.04
48,Alberta,Alberta,2021-12-25,51,2021,1,352873,10270,7767.21,3303,10,72.7,226.06,0.22,13533,25,297.88,0.55,1467.14,32.29,1.43,0.03
47,Saskatchewan,Saskatchewan,2021-12-25,51,2021,1,83086,956,6953.95,945,3,79.09,80.01,0.25,1306,8,109.31,0.67,136.57,11.43,0.43,0.04
46,Manitoba,Manitoba,2021-12-25,51,2021,1,74358,3297,5276.52,1370,7,97.22,233.96,0.5,4688,21,332.67,1.49,471,33.42,1,0.07
35,Ontario,Ontario,2021-12-25,51,2021,1,705514,53158,4669.37,10099,53,66.84,351.82,0.35,72272,98,478.32,0.65,7594,50.26,7.57,0.05
24,Quebec,Québec,2021-12-25,51,2021,1,547901,64688,6300.86,11144,48,128.16,743.91,0.55,87594,87,1007.33,1,9241.14,106.27,6.86,0.08
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-12-25,51,2021,1,2512,337,477.59,18,0,3.42,64.07,0,434,0,82.51,0,48.14,9.15,0,0
13,New Brunswick,Nouveau-Brunswick,2021-12-25,51,2021,1,11896,1450,1464.91,152,4,18.72,178.56,0.49,2404,12,296.04,1.48,207.14,25.51,0.57,0.07
12,Nova Scotia,Nouvelle-Écosse,2021-12-25,51,2021,1,14301,3597,1402.44,111,1,10.89,352.74,0.1,5458,1,535.24,0.1,513.9,50.4,0.1,0.01
11,Prince Edward Island,Île-du-Prince-Édouard,2021-12-25,51,2021,1,737,253,431.78,0,0,0,148.22,0,325,0,190.41,0,36.2,21.21,0,0
60,Yukon,Yukon,2021-12-25,51,2021,1,1668,37,3809.18,14,0,31.97,84.5,0,82,0,187.26,0,5.33,12.18,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2021-12-25,51,2021,1,2088,9,4578.45,12,0,26.31,19.73,0,17,0,37.28,0,1.27,2.77,0,0
62,Nunavut,Nunavut,2021-12-25,51,2021,1,695,19,1714.95,4,0,9.87,46.88,0,19,0,46.88,0,2.78,6.85,0,0
99,Repatriated travellers,Voyageurs rapatriés,2021-12-25,51,2021,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2021-12-25,51,2021,,2035852,149585,5229.53,29586,141,76,384.24,0.36,203914,285,523.8,0.73,21369.29,54.89,20.14,0.05
59,British Columbia,Colombie-Britannique,2022-01-01,52,2021,1,258882,20672,4866.82,2423,9,45.55,388.62,0.17,32186,24,605.08,0.45,2953.14,55.52,1.29,0.02
48,Alberta,Alberta,2022-01-01,52,2021,1,373555,20682,8222.45,3321,18,73.1,455.24,0.4,30952,28,681.3,0.62,2954.57,65.03,2.57,0.06
47,Saskatchewan,Saskatchewan,2022-01-01,52,2021,1,85188,2102,7129.88,955,10,79.93,175.93,0.84,3058,13,255.94,1.09,300.29,25.13,1.43,0.12
46,Manitoba,Manitoba,2022-01-01,52,2021,1,80096,5738,5683.7,1392,22,98.78,407.17,1.56,9035,29,641.13,2.06,819.71,58.17,3.14,0.22
35,Ontario,Ontario,2022-01-01,52,2021,1,807841,102327,5346.61,10188,89,67.43,677.24,0.59,155485,142,1029.06,0.94,14618.14,96.75,12.71,0.08
24,Quebec,Québec,2022-01-01,52,2021,1,656572,108671,7550.57,11251,107,129.39,1249.72,1.23,173359,155,1993.63,1.78,15524.43,178.53,15.29,0.18
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2022-01-01,52,2021,1,4597,2085,874,19,1,3.61,396.41,0.19,2422,1,460.48,0.19,297.86,56.63,0.12,0.02
13,New Brunswick,Nouveau-Brunswick,2022-01-01,52,2021,1,15069,3173,1855.65,160,8,19.7,390.73,0.99,4623,12,569.29,1.48,453.29,55.82,1.14,0.14
12,Nova Scotia,Nouvelle-Écosse,2022-01-01,52,2021,1,19175,4874,1880.41,111,0,10.89,477.97,0,8471,1,830.71,0.1,696.31,68.28,0.04,0
11,Prince Edward Island,Île-du-Prince-Édouard,2022-01-01,52,2021,1,1447,710,847.75,0,0,0,415.96,0,963,0,564.19,0,101.39,59.4,0,0
60,Yukon,Yukon,2022-01-01,52,2021,1,1808,140,4128.89,15,1,34.26,319.71,2.28,177,1,404.21,2.28,19.95,45.56,0.14,0.33
61,Northwest Territories,Territoires du Nord-Ouest,2022-01-01,52,2021,1,2189,102,4799.91,12,0,26.31,223.66,0,111,0,243.39,0,14.51,31.82,0,0
62,Nunavut,Nunavut,2022-01-01,52,2021,1,819,123,2020.92,4,0,9.87,303.51,0,142,0,350.39,0,17.59,43.41,0,0
99,Repatriated travellers,Voyageurs rapatriés,2022-01-01,52,2021,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2022-01-01,52,2021,,2307251,271399,5926.68,29851,265,76.68,697.15,0.68,420984,406,1081.39,1.04,38771.29,99.59,37.86,0.1
59,British Columbia,Colombie-Britannique,2022-01-08,1,2022,1,279448,20566,5253.45,2439,16,45.85,386.63,0.3,41238,25,775.25,0.47,2938,55.23,2.29,0.04
48,Alberta,Alberta,2022-01-08,1,2022,1,406271,32716,8942.57,3348,27,73.69,720.12,0.59,53398,45,1175.36,0.99,4673.71,102.87,3.86,0.08
47,Saskatchewan,Saskatchewan,2022-01-08,1,2022,1,90765,5577,7596.65,961,6,80.43,466.77,0.5,7679,16,642.7,1.34,796.71,66.68,0.86,0.07
46,Manitoba,Manitoba,2022-01-08,1,2022,1,94850,14754,6730.66,1408,16,99.91,1046.96,1.14,20492,38,1454.13,2.7,2107.71,149.57,2.29,0.16
35,Ontario,Ontario,2022-01-08,1,2022,1,899260,91419,5951.65,10378,190,68.69,605.05,1.26,193746,279,1282.29,1.85,13059.86,86.44,27.14,0.18
24,Quebec,Québec,2022-01-08,1,2022,1,759801,103229,8737.7,11500,249,132.25,1187.13,2.86,211900,356,2436.85,4.09,14747,169.59,35.57,0.41
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2022-01-08,1,2022,1,7949,3352,1511.3,21,2,3.99,637.3,0.38,5437,3,1033.71,0.57,478.86,91.04,0.35,0.07
13,New Brunswick,Nouveau-Brunswick,2022-01-08,1,2022,1,20278,5209,2497.1,171,11,21.06,641.45,1.35,8382,19,1032.19,2.34,744.14,91.64,1.57,0.19
12,Nova Scotia,Nouvelle-Écosse,2022-01-08,1,2022,1,25003,5828,2451.94,113,2,11.08,571.53,0.2,10702,2,1049.5,0.2,832.51,81.64,0.31,0.03
11,Prince Edward Island,Île-du-Prince-Édouard,2022-01-08,1,2022,1,2625,1178,1537.89,0,0,0,690.15,0,1888,0,1106.11,0,168.31,98.6,0,0
60,Yukon,Yukon,2022-01-08,1,2022,1,2191,383,5003.54,15,0,34.26,874.65,0,523,1,1194.36,2.28,54.71,124.95,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2022-01-08,1,2022,1,2856,667,6262.47,12,0,26.31,1462.56,0,769,0,1686.22,0,95.27,208.89,0,0
62,Nunavut,Nunavut,2022-01-08,1,2022,1,976,157,2408.33,4,0,9.87,387.41,0,280,0,690.91,0,22.49,55.49,0,0
99,Repatriated travellers,Voyageurs rapatriés,2022-01-08,1,2022,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2022-01-08,1,2022,,2592286,285035,6658.86,30370,519,78.01,732.17,1.33,556434,784,1429.32,2.01,40719.29,104.6,74.14,0.19
59,British Columbia,Colombie-Britannique,2022-01-15,2,2022,1,295904,16456,5562.81,2468,29,46.4,309.36,0.55,37022,45,695.99,0.85,2350.86,44.19,4.14,0.08
48,Alberta,Alberta,2022-01-15,2,2022,1,446494,40223,9827.94,3407,59,74.99,885.36,1.3,72939,86,1605.49,1.89,5746.14,126.48,8.43,0.19
47,Saskatchewan,Saskatchewan,2022-01-15,2,2022,1,98699,7934,8260.69,961,0,80.43,664.04,0,13511,6,1130.81,0.5,1133.43,94.86,0,0
46,Manitoba,Manitoba,2022-01-15,2,2022,1,107838,12988,7652.3,1445,37,102.54,921.64,2.63,27742,53,1968.6,3.76,1855.43,131.66,5.29,0.38
35,Ontario,Ontario,2022-01-15,2,2022,1,973025,73765,6439.86,10723,345,70.97,488.21,2.28,165184,535,1093.25,3.54,10537.86,69.74,49.29,0.33
24,Quebec,Québec,2022-01-15,2,2022,1,806897,47096,9279.31,11914,414,137.01,541.6,4.76,150325,663,1728.74,7.62,6728,77.37,59.14,0.68
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2022-01-15,2,2022,1,12406,4457,2358.68,25,4,4.75,847.38,0.76,7809,6,1484.68,1.14,636.71,121.05,0.55,0.1
13,New Brunswick,Nouveau-Brunswick,2022-01-15,2,2022,1,22359,2081,2753.36,183,12,22.54,256.26,1.48,7290,23,897.72,2.83,297.29,36.61,1.71,0.21
12,Nova Scotia,Nouvelle-Écosse,2022-01-15,2,2022,1,30101,5098,2951.87,119,6,11.67,499.94,0.59,10926,8,1071.47,0.78,728.29,71.42,0.84,0.08
11,Prince Edward Island,Île-du-Prince-Édouard,2022-01-15,2,2022,1,4118,1493,2412.59,1,1,0.59,874.7,0.59,2671,1,1564.84,0.59,213.24,124.93,0.16,0.1
60,Yukon,Yukon,2022-01-15,2,2022,1,2665,475,6086,15,0,34.26,1084.75,0,858,0,1959.4,0,67.81,154.86,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2022-01-15,2,2022,1,3784,928,8297.34,13,1,28.51,2034.86,2.19,1595,1,3497.42,2.19,132.57,290.69,0.1,0.22
62,Nunavut,Nunavut,2022-01-15,2,2022,1,1141,165,2815.48,5,1,12.34,407.15,2.47,322,1,794.55,2.47,23.57,58.16,0.08,0.2
99,Repatriated travellers,Voyageurs rapatriés,2022-01-15,2,2022,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2022-01-15,2,2022,,2805444,213159,7206.4,31279,909,80.35,547.55,2.33,498194,1428,1279.72,3.67,30451.29,78.22,129.86,0.33
59,British Columbia,Colombie-Britannique,2022-01-22,3,2022,1,310242,14338,5832.36,2529,61,47.54,269.55,1.15,30794,90,578.91,1.69,2048.29,38.51,8.71,0.16
48,Alberta,Alberta,2022-01-22,3,2022,1,471717,25223,10383.13,3488,81,76.78,555.19,1.78,65446,140,1440.55,3.08,3603.29,79.31,11.57,0.25
47,Saskatchewan,Saskatchewan,2022-01-22,3,2022,1,107842,9143,9025.92,972,11,81.35,765.23,0.92,17077,11,1429.27,0.92,1306.14,109.32,1.57,0.13
46,Manitoba,Manitoba,2022-01-22,3,2022,1,114021,6183,8091.05,1492,47,105.87,438.75,3.34,19171,84,1360.4,5.96,883.29,62.68,6.71,0.48
35,Ontario,Ontario,2022-01-22,3,2022,1,1019843,46818,6749.72,11186,463,74.03,309.86,3.06,120583,808,798.07,5.35,6688.29,44.27,66.14,0.44
24,Quebec,Québec,2022-01-22,3,2022,1,837681,30784,9633.32,12397,483,142.57,354.02,5.55,77880,897,895.62,10.32,4397.71,50.57,69,0.79
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2022-01-22,3,2022,1,14805,2399,2814.79,31,5,5.89,456.11,0.95,6856,9,1303.49,1.71,342.71,65.16,0.78,0.15
13,New Brunswick,Nouveau-Brunswick,2022-01-22,3,2022,1,25465,3106,3135.85,207,24,25.49,382.48,2.96,5187,36,638.75,4.43,443.71,54.64,3.43,0.42
12,Nova Scotia,Nouvelle-Écosse,2022-01-22,3,2022,1,34021,3920,3336.29,128,9,12.55,384.42,0.88,9018,15,884.36,1.47,559.96,54.91,1.31,0.13
11,Prince Edward Island,Île-du-Prince-Édouard,2022-01-22,3,2022,1,5807,1690,3402.11,6,5,3.52,990.11,2.93,3183,6,1864.81,3.52,241.41,141.43,0.69,0.41
60,Yukon,Yukon,2022-01-22,3,2022,1,2886,220,6590.7,16,1,36.54,502.41,2.28,695,1,1587.16,2.28,31.48,71.88,0.14,0.33
61,Northwest Territories,Territoires du Nord-Ouest,2022-01-22,3,2022,1,4703,919,10312.47,14,2,30.7,2015.13,4.39,1847,3,4049.99,6.58,131.24,287.79,0.24,0.54
62,Nunavut,Nunavut,2022-01-22,3,2022,1,1346,205,3321.32,5,0,12.34,505.85,0,370,1,912.99,2.47,29.29,72.26,0.06,0.15
99,Repatriated travellers,Voyageurs rapatriés,2022-01-22,3,2022,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2022-01-22,3,2022,,2950392,144948,7578.73,32471,1192,83.41,372.33,3.06,358107,2101,919.88,5.4,20706.86,53.19,170.29,0.44
59,British Columbia,Colombie-Britannique,2022-01-29,4,2022,1,322265,12023,6058.38,2597,68,48.82,226.02,1.28,26361,129,495.57,2.43,1717.57,32.29,9.71,0.18
48,Alberta,Alberta,2022-01-29,4,2022,1,490661,18944,10800.11,3578,90,78.76,416.98,1.98,44167,171,972.18,3.76,2706.29,59.57,12.86,0.28
47,Saskatchewan,Saskatchewan,2022-01-29,4,2022,1,116511,8669,9751.48,989,17,82.78,725.56,1.42,17812,28,1490.79,2.34,1238.43,103.65,2.43,0.2
46,Manitoba,Manitoba,2022-01-29,4,2022,1,118862,4841,8434.58,1543,51,109.49,343.52,3.62,11024,98,782.28,6.95,691.57,49.07,7.29,0.52
35,Ontario,Ontario,2022-01-29,4,2022,1,1051964,32121,6962.31,11634,448,77,212.59,2.97,78939,911,522.45,6.03,4588.71,30.37,64,0.42
24,Quebec,Québec,2022-01-29,4,2022,1,861292,23611,9904.85,12778,381,146.95,271.53,4.38,54395,864,625.54,9.94,3373,38.79,54.43,0.63
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2022-01-29,4,2022,1,16966,2161,3225.65,38,8,7.22,410.86,1.52,4560,13,866.97,2.47,308.71,58.69,1.1,0.21
13,New Brunswick,Nouveau-Brunswick,2022-01-29,4,2022,1,28442,2977,3502.45,228,21,28.08,366.6,2.59,6083,45,749.08,5.54,425.29,52.37,3,0.37
12,Nova Scotia,Nouvelle-Écosse,2022-01-29,4,2022,1,37200,3179,3648.04,142,14,13.93,311.75,1.37,7099,23,696.17,2.26,454.12,44.53,1.94,0.19
11,Prince Edward Island,Île-du-Prince-Édouard,2022-01-29,4,2022,1,7462,1655,4371.72,10,4,5.86,969.61,2.34,3345,9,1959.72,5.27,236.39,138.49,0.59,0.35
60,Yukon,Yukon,2022-01-29,4,2022,1,3076,190,7024.6,16,0,36.54,433.9,0,410,1,936.31,2.28,27.19,62.09,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2022-01-29,4,2022,1,5607,904,12294.7,15,1,32.89,1982.24,2.19,1823,3,3997.37,6.58,129.16,283.22,0.08,0.18
62,Nunavut,Nunavut,2022-01-29,4,2022,1,1657,311,4088.73,5,0,12.34,767.41,0,516,0,1273.26,0,44.39,109.53,0,0
99,Repatriated travellers,Voyageurs rapatriés,2022-01-29,4,2022,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2022-01-29,4,2022,,3061978,111586,7865.36,33573,1103,86.24,286.63,2.83,256534,2295,658.96,5.9,15940.86,40.95,157.57,0.4
59,British Columbia,Colombie-Britannique,2022-02-05,5,2022,1,331964,9699,6240.72,2675,78,50.29,182.34,1.47,21722,146,408.36,2.74,1385.57,26.05,11.14,0.21
48,Alberta,Alberta,2022-02-05,5,2022,1,505406,14745,11124.67,3684,106,81.09,324.56,2.33,33689,196,741.54,4.31,2106.43,46.37,15.14,0.33
47,Saskatchewan,Saskatchewan,2022-02-05,5,2022,1,122525,6014,10254.83,1006,17,84.2,503.35,1.42,14683,34,1228.91,2.85,859.14,71.91,2.43,0.2
46,Manitoba,Manitoba,2022-02-05,5,2022,1,122632,3770,8702.1,1585,42,112.47,267.52,2.98,8611,93,611.05,6.6,538.57,38.22,6,0.43
35,Ontario,Ontario,2022-02-05,5,2022,1,1074251,22287,7109.81,11991,357,79.36,147.5,2.36,54408,805,360.09,5.33,3183.86,21.07,51,0.34
24,Quebec,Québec,2022-02-05,5,2022,1,882336,21044,10146.86,13062,284,150.21,242.01,3.27,44655,665,513.53,7.65,3006.29,34.57,40.57,0.47
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2022-02-05,5,2022,1,18464,1498,3510.45,47,8,8.94,284.81,1.52,3659,16,695.66,3.04,214,40.69,1.18,0.23
13,New Brunswick,Nouveau-Brunswick,2022-02-05,5,2022,1,30602,2160,3768.44,258,30,31.77,265.99,3.69,5137,51,632.59,6.28,308.57,38,4.29,0.53
12,Nova Scotia,Nouvelle-Écosse,2022-02-05,5,2022,1,39993,2794,3921.94,157,15,15.4,274,1.47,5973,29,585.75,2.84,399.1,39.14,2.14,0.21
11,Prince Edward Island,Île-du-Prince-Édouard,2022-02-05,5,2022,1,8842,1380,5180.21,12,2,7.03,808.49,1.17,3035,6,1778.1,3.52,197.14,115.5,0.29,0.17
60,Yukon,Yukon,2022-02-05,5,2022,1,3202,126,7312.34,19,3,43.39,287.74,6.85,316,3,721.64,6.85,18.05,41.21,0.38,0.87
61,Northwest Territories,Territoires du Nord-Ouest,2022-02-05,5,2022,1,6566,959,14397.54,16,1,35.08,2102.84,2.19,1863,2,4085.08,4.39,136.96,300.32,0.2,0.45
62,Nunavut,Nunavut,2022-02-05,5,2022,1,1929,272,4759.91,5,0,12.34,671.17,0,583,0,1438.58,0,38.92,96.03,0,0
99,Repatriated travellers,Voyageurs rapatriés,2022-02-05,5,2022,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2022-02-05,5,2022,,3148725,86748,8088.19,34517,943,88.66,222.83,2.42,198334,2046,509.46,5.26,12392.57,31.83,134.71,0.35
59,British Columbia,Colombie-Britannique,2022-02-12,6,2022,1,339736,7772,6386.83,2747,72,51.64,146.11,1.35,17471,150,328.44,2.82,1110.29,20.87,10.29,0.19
48,Alberta,Alberta,2022-02-12,6,2022,1,514690,9284,11329.02,3780,96,83.2,204.35,2.11,24029,202,528.91,4.45,1326.29,29.19,13.71,0.3
47,Saskatchewan,Saskatchewan,2022-02-12,6,2022,1,125756,3231,10525.25,1056,50,88.38,270.42,4.18,9245,67,773.77,5.61,461.57,38.63,7.14,0.6
46,Manitoba,Manitoba,2022-02-12,6,2022,1,125844,3212,8930.03,1619,34,114.89,227.93,2.41,6982,76,495.45,5.39,458.86,32.56,4.86,0.34
35,Ontario,Ontario,2022-02-12,6,2022,1,1092008,17757,7227.33,12219,228,80.87,117.52,1.51,40044,585,265.03,3.87,2536.71,16.79,32.57,0.22
24,Quebec,Québec,2022-02-12,6,2022,1,899235,16899,10341.19,13293,231,152.87,194.34,2.66,37943,515,436.34,5.92,2414.14,27.76,33,0.38
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2022-02-12,6,2022,1,19954,1490,3793.74,54,8,10.27,283.29,1.52,2988,16,568.09,3.04,212.86,40.47,1.1,0.21
13,New Brunswick,Nouveau-Brunswick,2022-02-12,6,2022,1,32610,2008,4015.71,286,28,35.22,247.27,3.45,4168,58,513.26,7.14,286.86,35.32,4,0.49
12,Nova Scotia,Nouvelle-Écosse,2022-02-12,6,2022,1,42230,2237,4141.31,172,15,16.87,219.37,1.47,5031,30,493.37,2.94,319.51,31.33,2.14,0.21
11,Prince Edward Island,Île-du-Prince-Édouard,2022-02-12,6,2022,1,10105,1263,5920.16,14,1,8.2,739.95,0.59,2643,3,1548.44,1.76,180.43,105.71,0.2,0.12
60,Yukon,Yukon,2022-02-12,6,2022,1,3314,112,7568.11,20,1,45.67,255.77,2.28,238,4,543.52,9.13,16,36.54,0.19,0.43
61,Northwest Territories,Territoires du Nord-Ouest,2022-02-12,6,2022,1,7440,875,16314,17,1,37.28,1918.65,2.19,1834,2,4021.49,4.39,124.94,273.96,0.08,0.18
62,Nunavut,Nunavut,2022-02-12,6,2022,1,2155,226,5317.57,5,0,12.34,557.67,0,498,0,1228.84,0,32.27,79.62,0,0
99,Repatriated travellers,Voyageurs rapatriés,2022-02-12,6,2022,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2022-02-12,6,2022,,3215090,66366,8258.66,35282,765,90.63,170.48,1.97,153114,1708,393.31,4.39,9480.86,24.35,109.29,0.28
59,British Columbia,Colombie-Britannique,2022-02-19,7,2022,1,344262,4526,6471.91,2786,39,52.38,85.09,0.73,12298,111,231.19,2.09,646.57,12.16,5.57,0.1
48,Alberta,Alberta,2022-02-19,7,2022,1,520200,5510,11450.3,3854,74,84.83,121.28,1.63,14794,170,325.64,3.74,787.14,17.33,10.57,0.23
47,Saskatchewan,Saskatchewan,2022-02-19,7,2022,1,127162,1406,10642.93,1093,37,91.48,117.68,3.1,4637,87,388.1,7.28,200.86,16.81,5.29,0.44
46,Manitoba,Manitoba,2022-02-19,7,2022,1,128486,2642,9117.51,1649,30,117.01,187.48,2.13,5854,64,415.41,4.54,377.43,26.78,4.29,0.3
35,Ontario,Ontario,2022-02-19,7,2022,1,1105523,13515,7316.78,12394,175,82.03,89.45,1.16,31272,403,206.97,2.67,1930.71,12.78,25,0.17
24,Quebec,Québec,2022-02-19,7,2022,1,910977,11742,10476.23,13449,156,154.66,135.03,1.79,28641,387,329.37,4.45,1677.43,19.29,22.29,0.26
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2022-02-19,7,2022,1,21613,1659,4109.15,62,7,11.79,315.42,1.33,3149,15,598.7,2.85,237,45.06,1.06,0.2
13,New Brunswick,Nouveau-Brunswick,2022-02-19,7,2022,1,34222,1612,4214.22,298,12,36.7,198.51,1.48,3620,40,445.78,4.93,230.29,28.36,1.71,0.21
12,Nova Scotia,Nouvelle-Écosse,2022-02-19,7,2022,1,43833,1603,4298.51,185,13,18.14,157.2,1.27,3840,28,376.57,2.75,229,22.46,1.84,0.18
11,Prince Edward Island,Île-du-Prince-Édouard,2022-02-19,7,2022,1,11484,1379,6728.07,15,1,8.79,807.91,0.59,2642,2,1547.85,1.17,196.94,115.38,0.14,0.08
60,Yukon,Yukon,2022-02-19,7,2022,1,3369,55,7693.71,20,0,45.67,125.6,0,167,1,381.37,2.28,7.81,17.83,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2022-02-19,7,2022,1,8124,683,17813.84,18,1,39.47,1497.64,2.19,1558,2,3416.29,4.39,97.63,214.08,0.1,0.22
62,Nunavut,Nunavut,2022-02-19,7,2022,1,2414,259,5956.67,5,0,12.34,639.1,0,485,0,1196.76,0,36.98,91.25,0,0
99,Repatriated travellers,Voyageurs rapatriés,2022-02-19,7,2022,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2022-02-19,7,2022,,3261682,46591,8378.35,35828,545,92.03,119.68,1.4,112957,1310,290.15,3.37,6655.86,17.1,77.86,0.2
59,British Columbia,Colombie-Britannique,2022-02-26,8,2022,1,347729,3467,6537.09,2851,65,53.6,65.18,1.22,7993,104,150.26,1.96,495.29,9.31,9.29,0.17
48,Alberta,Alberta,2022-02-26,8,2022,1,524329,4129,11541.19,3916,62,86.2,90.88,1.36,9639,136,212.17,2.99,589.86,12.98,8.86,0.19
47,Saskatchewan,Saskatchewan,2022-02-26,8,2022,1,128263,1101,10735.08,1137,44,95.16,92.15,3.68,2507,81,209.83,6.78,157.29,13.16,6.29,0.53
46,Manitoba,Manitoba,2022-02-26,8,2022,1,130277,1791,9244.6,1675,26,118.86,127.09,1.84,4433,56,314.57,3.97,255.86,18.16,3.71,0.26
35,Ontario,Ontario,2022-02-26,8,2022,1,1117883,12360,7398.59,12519,125,82.86,81.8,0.83,25875,300,171.25,1.99,1765.71,11.69,17.86,0.12
